sample_group_id,window_index,window_id,spatial_block,forest_class_code,forest_class,fold,target_day,target_date,target_year,target_quarter,horizon_seasons,support_pixels
2065,24,NORMAL_0352,1211_265,2,conifer,1,19372,2023-01-15,2023,1,2,128
2066,24,NORMAL_0352,1211_265,2,conifer,1,19372,2023-01-15,2023,1,4,128
2067,24,NORMAL_0352,1211_265,2,conifer,1,19462,2023-04-15,2023,2,1,128
2068,24,NORMAL_0352,1211_265,2,conifer,1,19462,2023-04-15,2023,2,2,128
2069,24,NORMAL_0352,1211_265,2,conifer,1,19462,2023-04-15,2023,2,4,128
2070,24,NORMAL_0352,1211_265,2,conifer,1,19553,2023-07-15,2023,3,1,128
2071,24,NORMAL_0352,1211_265,2,conifer,1,19553,2023-07-15,2023,3,2,128
2072,24,NORMAL_0352,1211_265,2,conifer,1,19553,2023-07-15,2023,3,4,128
2073,24,NORMAL_0352,1211_265,2,conifer,1,19645,2023-10-15,2023,4,1,128
2074,24,NORMAL_0352,1211_265,2,conifer,1,19645,2023-10-15,2023,4,2,128
2075,24,NORMAL_0352,1211_265,2,conifer,1,19645,2023-10-15,2023,4,4,128
2076,24,NORMAL_0352,1211_265,2,conifer,1,19737,2024-01-15,2024,1,1,128
2077,24,NORMAL_0352,1211_265,2,conifer,1,19737,2024-01-15,2024,1,2,128
2078,24,NORMAL_0352,1211_265,2,conifer,1,19737,2024-01-15,2024,1,4,128
2079,24,NORMAL_0352,1211_265,2,conifer,1,19828,2024-04-15,2024,2,1,128
2080,24,NORMAL_0352,1211_265,2,conifer,1,19828,2024-04-15,2024,2,2,128
2081,24,NORMAL_0352,1211_265,2,conifer,1,19828,2024-04-15,2024,2,4,128
2082,24,NORMAL_0352,1211_265,2,conifer,1,19919,2024-07-15,2024,3,1,128
2083,24,NORMAL_0352,1211_265,2,conifer,1,19919,2024-07-15,2024,3,2,128
2084,24,NORMAL_0352,1211_265,2,conifer,1,19919,2024-07-15,2024,3,4,128
2085,24,NORMAL_0352,1211_265,2,conifer,1,20011,2024-10-15,2024,4,1,128
2086,24,NORMAL_0352,1211_265,2,conifer,1,20011,2024-10-15,2024,4,2,128
2087,24,NORMAL_0352,1211_265,2,conifer,1,20011,2024-10-15,2024,4,4,128
2088,24,NORMAL_0352,1211_265,2,conifer,1,20103,2025-01-15,2025,1,1,128
2089,24,NORMAL_0352,1211_265,2,conifer,1,20103,2025-01-15,2025,1,2,128
2090,24,NORMAL_0352,1211_265,2,conifer,1,20103,2025-01-15,2025,1,4,128
2091,24,NORMAL_0352,1211_265,2,conifer,1,20193,2025-04-15,2025,2,1,128
2092,24,NORMAL_0352,1211_265,2,conifer,1,20193,2025-04-15,2025,2,2,128
2093,24,NORMAL_0352,1211_265,2,conifer,1,20193,2025-04-15,2025,2,4,128
2094,24,NORMAL_0352,1211_265,2,conifer,1,20284,2025-07-15,2025,3,1,128
2095,24,NORMAL_0352,1211_265,2,conifer,1,20284,2025-07-15,2025,3,2,128
2096,24,NORMAL_0352,1211_265,2,conifer,1,20284,2025-07-15,2025,3,4,128
2097,24,NORMAL_0352,1211_265,2,conifer,1,20376,2025-10-15,2025,4,1,128
2098,24,NORMAL_0352,1211_265,2,conifer,1,20376,2025-10-15,2025,4,2,128
2099,24,NORMAL_0352,1211_265,2,conifer,1,20376,2025-10-15,2025,4,4,128
2100,25,NORMAL_0377,1208_258,2,conifer,0,17911,2019-01-15,2019,1,1,128
2101,25,NORMAL_0377,1208_258,2,conifer,0,17911,2019-01-15,2019,1,2,128
2102,25,NORMAL_0377,1208_258,2,conifer,0,17911,2019-01-15,2019,1,4,128
2103,25,NORMAL_0377,1208_258,2,conifer,0,18001,2019-04-15,2019,2,1,128
2104,25,NORMAL_0377,1208_258,2,conifer,0,18001,2019-04-15,2019,2,2,128
2105,25,NORMAL_0377,1208_258,2,conifer,0,18001,2019-04-15,2019,2,4,128
2106,25,NORMAL_0377,1208_258,2,conifer,0,18092,2019-07-15,2019,3,1,128
2107,25,NORMAL_0377,1208_258,2,conifer,0,18092,2019-07-15,2019,3,2,128
2108,25,NORMAL_0377,1208_258,2,conifer,0,18092,2019-07-15,2019,3,4,128
2109,25,NORMAL_0377,1208_258,2,conifer,0,18184,2019-10-15,2019,4,1,128
2110,25,NORMAL_0377,1208_258,2,conifer,0,18184,2019-10-15,2019,4,2,128
2111,25,NORMAL_0377,1208_258,2,conifer,0,18184,2019-10-15,2019,4,4,128
2112,25,NORMAL_0377,1208_258,2,conifer,0,18276,2020-01-15,2020,1,1,128
2113,25,NORMAL_0377,1208_258,2,conifer,0,18276,2020-01-15,2020,1,2,128
2114,25,NORMAL_0377,1208_258,2,conifer,0,18276,2020-01-15,2020,1,4,128
2115,25,NORMAL_0377,1208_258,2,conifer,0,18367,2020-04-15,2020,2,1,128
2116,25,NORMAL_0377,1208_258,2,conifer,0,18367,2020-04-15,2020,2,2,128
2117,25,NORMAL_0377,1208_258,2,conifer,0,18367,2020-04-15,2020,2,4,128
2118,25,NORMAL_0377,1208_258,2,conifer,0,18458,2020-07-15,2020,3,1,128
2119,25,NORMAL_0377,1208_258,2,conifer,0,18458,2020-07-15,2020,3,2,128
2120,25,NORMAL_0377,1208_258,2,conifer,0,18458,2020-07-15,2020,3,4,128
2121,25,NORMAL_0377,1208_258,2,conifer,0,18550,2020-10-15,2020,4,1,128
2122,25,NORMAL_0377,1208_258,2,conifer,0,18550,2020-10-15,2020,4,2,128
2123,25,NORMAL_0377,1208_258,2,conifer,0,18550,2020-10-15,2020,4,4,128
2124,25,NORMAL_0377,1208_258,2,conifer,0,18642,2021-01-15,2021,1,1,128
2125,25,NORMAL_0377,1208_258,2,conifer,0,18642,2021-01-15,2021,1,2,128
2126,25,NORMAL_0377,1208_258,2,conifer,0,18642,2021-01-15,2021,1,4,128
2127,25,NORMAL_0377,1208_258,2,conifer,0,18732,2021-04-15,2021,2,1,128
2128,25,NORMAL_0377,1208_258,2,conifer,0,18732,2021-04-15,2021,2,2,128
2129,25,NORMAL_0377,1208_258,2,conifer,0,18732,2021-04-15,2021,2,4,128
2130,25,NORMAL_0377,1208_258,2,conifer,0,18823,2021-07-15,2021,3,1,128
2131,25,NORMAL_0377,1208_258,2,conifer,0,18823,2021-07-15,2021,3,2,128
2132,25,NORMAL_0377,1208_258,2,conifer,0,18823,2021-07-15,2021,3,4,128
2133,25,NORMAL_0377,1208_258,2,conifer,0,18915,2021-10-15,2021,4,1,128
2134,25,NORMAL_0377,1208_258,2,conifer,0,18915,2021-10-15,2021,4,2,128
2135,25,NORMAL_0377,1208_258,2,conifer,0,18915,2021-10-15,2021,4,4,128
2136,25,NORMAL_0377,1208_258,2,conifer,0,19007,2022-01-15,2022,1,1,128
2137,25,NORMAL_0377,1208_258,2,conifer,0,19007,2022-01-15,2022,1,2,128
2138,25,NORMAL_0377,1208_258,2,conifer,0,19007,2022-01-15,2022,1,4,128
2139,25,NORMAL_0377,1208_258,2,conifer,0,19097,2022-04-15,2022,2,1,128
2140,25,NORMAL_0377,1208_258,2,conifer,0,19097,2022-04-15,2022,2,2,128
2141,25,NORMAL_0377,1208_258,2,conifer,0,19097,2022-04-15,2022,2,4,128
2142,25,NORMAL_0377,1208_258,2,conifer,0,19188,2022-07-15,2022,3,1,128
2143,25,NORMAL_0377,1208_258,2,conifer,0,19188,2022-07-15,2022,3,2,128
2144,25,NORMAL_0377,1208_258,2,conifer,0,19188,2022-07-15,2022,3,4,128
2145,25,NORMAL_0377,1208_258,2,conifer,0,19280,2022-10-15,2022,4,1,128
2146,25,NORMAL_0377,1208_258,2,conifer,0,19280,2022-10-15,2022,4,2,128
2147,25,NORMAL_0377,1208_258,2,conifer,0,19280,2022-10-15,2022,4,4,128
2148,25,NORMAL_0377,1208_258,2,conifer,0,19372,2023-01-15,2023,1,1,128
2149,25,NORMAL_0377,1208_258,2,conifer,0,19372,2023-01-15,2023,1,2,128
2150,25,NORMAL_0377,1208_258,2,conifer,0,19372,2023-01-15,2023,1,4,128
2151,25,NORMAL_0377,1208_258,2,conifer,0,19462,2023-04-15,2023,2,1,128
2152,25,NORMAL_0377,1208_258,2,conifer,0,19462,2023-04-15,2023,2,2,128
2153,25,NORMAL_0377,1208_258,2,conifer,0,19462,2023-04-15,2023,2,4,128
2154,25,NORMAL_0377,1208_258,2,conifer,0,19553,2023-07-15,2023,3,1,128
2155,25,NORMAL_0377,1208_258,2,conifer,0,19553,2023-07-15,2023,3,2,128
2156,25,NORMAL_0377,1208_258,2,conifer,0,19553,2023-07-15,2023,3,4,128
2157,25,NORMAL_0377,1208_258,2,conifer,0,19645,2023-10-15,2023,4,1,128
2158,25,NORMAL_0377,1208_258,2,conifer,0,19645,2023-10-15,2023,4,2,128
2159,25,NORMAL_0377,1208_258,2,conifer,0,19645,2023-10-15,2023,4,4,128
2160,25,NORMAL_0377,1208_258,2,conifer,0,19737,2024-01-15,2024,1,1,128
2161,25,NORMAL_0377,1208_258,2,conifer,0,19737,2024-01-15,2024,1,2,128
2162,25,NORMAL_0377,1208_258,2,conifer,0,19737,2024-01-15,2024,1,4,128
2163,25,NORMAL_0377,1208_258,2,conifer,0,19828,2024-04-15,2024,2,1,128
2164,25,NORMAL_0377,1208_258,2,conifer,0,19828,2024-04-15,2024,2,2,128
2165,25,NORMAL_0377,1208_258,2,conifer,0,19828,2024-04-15,2024,2,4,128
2166,25,NORMAL_0377,1208_258,2,conifer,0,19919,2024-07-15,2024,3,1,128
2167,25,NORMAL_0377,1208_258,2,conifer,0,19919,2024-07-15,2024,3,2,128
2168,25,NORMAL_0377,1208_258,2,conifer,0,19919,2024-07-15,2024,3,4,128
2169,25,NORMAL_0377,1208_258,2,conifer,0,20011,2024-10-15,2024,4,1,128
2170,25,NORMAL_0377,1208_258,2,conifer,0,20011,2024-10-15,2024,4,2,128
2171,25,NORMAL_0377,1208_258,2,conifer,0,20011,2024-10-15,2024,4,4,128
2172,25,NORMAL_0377,1208_258,2,conifer,0,20103,2025-01-15,2025,1,1,128
2173,25,NORMAL_0377,1208_258,2,conifer,0,20103,2025-01-15,2025,1,2,128
2174,25,NORMAL_0377,1208_258,2,conifer,0,20103,2025-01-15,2025,1,4,128
2175,25,NORMAL_0377,1208_258,2,conifer,0,20193,2025-04-15,2025,2,1,128
2176,25,NORMAL_0377,1208_258,2,conifer,0,20193,2025-04-15,2025,2,2,128
2177,25,NORMAL_0377,1208_258,2,conifer,0,20193,2025-04-15,2025,2,4,128
2178,25,NORMAL_0377,1208_258,2,conifer,0,20284,2025-07-15,2025,3,1,128
2179,25,NORMAL_0377,1208_258,2,conifer,0,20284,2025-07-15,2025,3,2,128
2180,25,NORMAL_0377,1208_258,2,conifer,0,20284,2025-07-15,2025,3,4,128
2181,25,NORMAL_0377,1208_258,2,conifer,0,20376,2025-10-15,2025,4,1,128
2182,25,NORMAL_0377,1208_258,2,conifer,0,20376,2025-10-15,2025,4,2,128
2183,25,NORMAL_0377,1208_258,2,conifer,0,20376,2025-10-15,2025,4,4,128
2184,26,NORMAL_0387,1212_263,2,conifer,0,17911,2019-01-15,2019,1,1,128
2185,26,NORMAL_0387,1212_263,2,conifer,0,17911,2019-01-15,2019,1,2,128
2186,26,NORMAL_0387,1212_263,2,conifer,0,17911,2019-01-15,2019,1,4,128
2187,26,NORMAL_0387,1212_263,2,conifer,0,18001,2019-04-15,2019,2,1,128
2188,26,NORMAL_0387,1212_263,2,conifer,0,18001,2019-04-15,2019,2,2,128
2189,26,NORMAL_0387,1212_263,2,conifer,0,18001,2019-04-15,2019,2,4,128
2190,26,NORMAL_0387,1212_263,2,conifer,0,18092,2019-07-15,2019,3,1,128
2191,26,NORMAL_0387,1212_263,2,conifer,0,18092,2019-07-15,2019,3,2,128
2192,26,NORMAL_0387,1212_263,2,conifer,0,18092,2019-07-15,2019,3,4,128
2193,26,NORMAL_0387,1212_263,2,conifer,0,18184,2019-10-15,2019,4,1,128
2194,26,NORMAL_0387,1212_263,2,conifer,0,18184,2019-10-15,2019,4,2,128
2195,26,NORMAL_0387,1212_263,2,conifer,0,18184,2019-10-15,2019,4,4,128
2196,26,NORMAL_0387,1212_263,2,conifer,0,18276,2020-01-15,2020,1,1,128
2197,26,NORMAL_0387,1212_263,2,conifer,0,18276,2020-01-15,2020,1,2,128
2198,26,NORMAL_0387,1212_263,2,conifer,0,18276,2020-01-15,2020,1,4,128
2199,26,NORMAL_0387,1212_263,2,conifer,0,18367,2020-04-15,2020,2,1,128
2200,26,NORMAL_0387,1212_263,2,conifer,0,18367,2020-04-15,2020,2,2,128
2201,26,NORMAL_0387,1212_263,2,conifer,0,18367,2020-04-15,2020,2,4,128
2202,26,NORMAL_0387,1212_263,2,conifer,0,18458,2020-07-15,2020,3,1,128
2203,26,NORMAL_0387,1212_263,2,conifer,0,18458,2020-07-15,2020,3,2,128
2204,26,NORMAL_0387,1212_263,2,conifer,0,18458,2020-07-15,2020,3,4,128
2205,26,NORMAL_0387,1212_263,2,conifer,0,18550,2020-10-15,2020,4,1,128
2206,26,NORMAL_0387,1212_263,2,conifer,0,18550,2020-10-15,2020,4,2,128
2207,26,NORMAL_0387,1212_263,2,conifer,0,18550,2020-10-15,2020,4,4,128
2208,26,NORMAL_0387,1212_263,2,conifer,0,18642,2021-01-15,2021,1,1,128
2209,26,NORMAL_0387,1212_263,2,conifer,0,18642,2021-01-15,2021,1,2,128
2210,26,NORMAL_0387,1212_263,2,conifer,0,18642,2021-01-15,2021,1,4,128
2211,26,NORMAL_0387,1212_263,2,conifer,0,18732,2021-04-15,2021,2,1,128
2212,26,NORMAL_0387,1212_263,2,conifer,0,18732,2021-04-15,2021,2,2,128
2213,26,NORMAL_0387,1212_263,2,conifer,0,18732,2021-04-15,2021,2,4,128
2214,26,NORMAL_0387,1212_263,2,conifer,0,18823,2021-07-15,2021,3,1,128
2215,26,NORMAL_0387,1212_263,2,conifer,0,18823,2021-07-15,2021,3,2,128
2216,26,NORMAL_0387,1212_263,2,conifer,0,18823,2021-07-15,2021,3,4,128
2217,26,NORMAL_0387,1212_263,2,conifer,0,18915,2021-10-15,2021,4,1,128
2218,26,NORMAL_0387,1212_263,2,conifer,0,18915,2021-10-15,2021,4,2,128
2219,26,NORMAL_0387,1212_263,2,conifer,0,18915,2021-10-15,2021,4,4,128
2220,26,NORMAL_0387,1212_263,2,conifer,0,19007,2022-01-15,2022,1,1,128
2221,26,NORMAL_0387,1212_263,2,conifer,0,19007,2022-01-15,2022,1,2,128
2222,26,NORMAL_0387,1212_263,2,conifer,0,19007,2022-01-15,2022,1,4,128
2223,26,NORMAL_0387,1212_263,2,conifer,0,19097,2022-04-15,2022,2,1,128
2224,26,NORMAL_0387,1212_263,2,conifer,0,19097,2022-04-15,2022,2,2,128
2225,26,NORMAL_0387,1212_263,2,conifer,0,19097,2022-04-15,2022,2,4,128
2226,26,NORMAL_0387,1212_263,2,conifer,0,19188,2022-07-15,2022,3,1,128
2227,26,NORMAL_0387,1212_263,2,conifer,0,19188,2022-07-15,2022,3,2,128
2228,26,NORMAL_0387,1212_263,2,conifer,0,19188,2022-07-15,2022,3,4,128
2229,26,NORMAL_0387,1212_263,2,conifer,0,19280,2022-10-15,2022,4,1,128
2230,26,NORMAL_0387,1212_263,2,conifer,0,19280,2022-10-15,2022,4,2,128
2231,26,NORMAL_0387,1212_263,2,conifer,0,19280,2022-10-15,2022,4,4,128
2232,26,NORMAL_0387,1212_263,2,conifer,0,19372,2023-01-15,2023,1,1,128
2233,26,NORMAL_0387,1212_263,2,conifer,0,19372,2023-01-15,2023,1,2,128
2234,26,NORMAL_0387,1212_263,2,conifer,0,19372,2023-01-15,2023,1,4,128
2235,26,NORMAL_0387,1212_263,2,conifer,0,19462,2023-04-15,2023,2,1,128
2236,26,NORMAL_0387,1212_263,2,conifer,0,19462,2023-04-15,2023,2,2,128
2237,26,NORMAL_0387,1212_263,2,conifer,0,19462,2023-04-15,2023,2,4,128
2238,26,NORMAL_0387,1212_263,2,conifer,0,19553,2023-07-15,2023,3,1,128
2239,26,NORMAL_0387,1212_263,2,conifer,0,19553,2023-07-15,2023,3,2,128
2240,26,NORMAL_0387,1212_263,2,conifer,0,19553,2023-07-15,2023,3,4,128
2241,26,NORMAL_0387,1212_263,2,conifer,0,19645,2023-10-15,2023,4,1,128
2242,26,NORMAL_0387,1212_263,2,conifer,0,19645,2023-10-15,2023,4,2,128
2243,26,NORMAL_0387,1212_263,2,conifer,0,19645,2023-10-15,2023,4,4,128
2244,26,NORMAL_0387,1212_263,2,conifer,0,19737,2024-01-15,2024,1,1,128
2245,26,NORMAL_0387,1212_263,2,conifer,0,19737,2024-01-15,2024,1,2,128
2246,26,NORMAL_0387,1212_263,2,conifer,0,19737,2024-01-15,2024,1,4,128
2247,26,NORMAL_0387,1212_263,2,conifer,0,19828,2024-04-15,2024,2,1,128
2248,26,NORMAL_0387,1212_263,2,conifer,0,19828,2024-04-15,2024,2,2,128
2249,26,NORMAL_0387,1212_263,2,conifer,0,19828,2024-04-15,2024,2,4,128
2250,26,NORMAL_0387,1212_263,2,conifer,0,19919,2024-07-15,2024,3,1,128
2251,26,NORMAL_0387,1212_263,2,conifer,0,19919,2024-07-15,2024,3,2,128
2252,26,NORMAL_0387,1212_263,2,conifer,0,19919,2024-07-15,2024,3,4,128
2253,26,NORMAL_0387,1212_263,2,conifer,0,20011,2024-10-15,2024,4,1,128
2254,26,NORMAL_0387,1212_263,2,conifer,0,20011,2024-10-15,2024,4,2,128
2255,26,NORMAL_0387,1212_263,2,conifer,0,20011,2024-10-15,2024,4,4,128
2256,26,NORMAL_0387,1212_263,2,conifer,0,20103,2025-01-15,2025,1,1,128
2257,26,NORMAL_0387,1212_263,2,conifer,0,20103,2025-01-15,2025,1,2,128
2258,26,NORMAL_0387,1212_263,2,conifer,0,20103,2025-01-15,2025,1,4,128
2259,26,NORMAL_0387,1212_263,2,conifer,0,20193,2025-04-15,2025,2,1,128
2260,26,NORMAL_0387,1212_263,2,conifer,0,20193,2025-04-15,2025,2,2,128
2261,26,NORMAL_0387,1212_263,2,conifer,0,20193,2025-04-15,2025,2,4,128
2262,26,NORMAL_0387,1212_263,2,conifer,0,20284,2025-07-15,2025,3,1,128
2263,26,NORMAL_0387,1212_263,2,conifer,0,20284,2025-07-15,2025,3,2,128
2264,26,NORMAL_0387,1212_263,2,conifer,0,20284,2025-07-15,2025,3,4,128
2265,26,NORMAL_0387,1212_263,2,conifer,0,20376,2025-10-15,2025,4,1,128
2266,26,NORMAL_0387,1212_263,2,conifer,0,20376,2025-10-15,2025,4,2,128
2267,26,NORMAL_0387,1212_263,2,conifer,0,20376,2025-10-15,2025,4,4,128
2268,27,NORMAL_0403,1209_269,2,conifer,3,17911,2019-01-15,2019,1,1,128
2269,27,NORMAL_0403,1209_269,2,conifer,3,17911,2019-01-15,2019,1,2,128
2270,27,NORMAL_0403,1209_269,2,conifer,3,17911,2019-01-15,2019,1,4,128
2271,27,NORMAL_0403,1209_269,2,conifer,3,18001,2019-04-15,2019,2,1,128
2272,27,NORMAL_0403,1209_269,2,conifer,3,18001,2019-04-15,2019,2,2,128
2273,27,NORMAL_0403,1209_269,2,conifer,3,18001,2019-04-15,2019,2,4,128
2274,27,NORMAL_0403,1209_269,2,conifer,3,18092,2019-07-15,2019,3,1,128
2275,27,NORMAL_0403,1209_269,2,conifer,3,18092,2019-07-15,2019,3,2,128
2276,27,NORMAL_0403,1209_269,2,conifer,3,18092,2019-07-15,2019,3,4,128
2277,27,NORMAL_0403,1209_269,2,conifer,3,18184,2019-10-15,2019,4,1,128
2278,27,NORMAL_0403,1209_269,2,conifer,3,18184,2019-10-15,2019,4,2,128
2279,27,NORMAL_0403,1209_269,2,conifer,3,18184,2019-10-15,2019,4,4,128
2280,27,NORMAL_0403,1209_269,2,conifer,3,18276,2020-01-15,2020,1,1,128
2281,27,NORMAL_0403,1209_269,2,conifer,3,18276,2020-01-15,2020,1,2,128
2282,27,NORMAL_0403,1209_269,2,conifer,3,18276,2020-01-15,2020,1,4,128
2283,27,NORMAL_0403,1209_269,2,conifer,3,18367,2020-04-15,2020,2,1,128
2284,27,NORMAL_0403,1209_269,2,conifer,3,18367,2020-04-15,2020,2,2,128
2285,27,NORMAL_0403,1209_269,2,conifer,3,18367,2020-04-15,2020,2,4,128
2286,27,NORMAL_0403,1209_269,2,conifer,3,18458,2020-07-15,2020,3,1,128
2287,27,NORMAL_0403,1209_269,2,conifer,3,18458,2020-07-15,2020,3,2,128
2288,27,NORMAL_0403,1209_269,2,conifer,3,18458,2020-07-15,2020,3,4,128
2289,27,NORMAL_0403,1209_269,2,conifer,3,18550,2020-10-15,2020,4,1,128
2290,27,NORMAL_0403,1209_269,2,conifer,3,18550,2020-10-15,2020,4,2,128
2291,27,NORMAL_0403,1209_269,2,conifer,3,18550,2020-10-15,2020,4,4,128
2292,27,NORMAL_0403,1209_269,2,conifer,3,18642,2021-01-15,2021,1,1,128
2293,27,NORMAL_0403,1209_269,2,conifer,3,18642,2021-01-15,2021,1,2,128
2294,27,NORMAL_0403,1209_269,2,conifer,3,18642,2021-01-15,2021,1,4,128
2295,27,NORMAL_0403,1209_269,2,conifer,3,18732,2021-04-15,2021,2,1,128
2296,27,NORMAL_0403,1209_269,2,conifer,3,18732,2021-04-15,2021,2,2,128
2297,27,NORMAL_0403,1209_269,2,conifer,3,18732,2021-04-15,2021,2,4,128
2298,27,NORMAL_0403,1209_269,2,conifer,3,18823,2021-07-15,2021,3,1,128
2299,27,NORMAL_0403,1209_269,2,conifer,3,18823,2021-07-15,2021,3,2,128
2300,27,NORMAL_0403,1209_269,2,conifer,3,18823,2021-07-15,2021,3,4,128
2301,27,NORMAL_0403,1209_269,2,conifer,3,18915,2021-10-15,2021,4,1,128
2302,27,NORMAL_0403,1209_269,2,conifer,3,18915,2021-10-15,2021,4,2,128
2303,27,NORMAL_0403,1209_269,2,conifer,3,18915,2021-10-15,2021,4,4,128
2304,27,NORMAL_0403,1209_269,2,conifer,3,19007,2022-01-15,2022,1,1,128
2305,27,NORMAL_0403,1209_269,2,conifer,3,19007,2022-01-15,2022,1,2,128
2306,27,NORMAL_0403,1209_269,2,conifer,3,19007,2022-01-15,2022,1,4,128
2307,27,NORMAL_0403,1209_269,2,conifer,3,19097,2022-04-15,2022,2,1,128
2308,27,NORMAL_0403,1209_269,2,conifer,3,19097,2022-04-15,2022,2,2,128
2309,27,NORMAL_0403,1209_269,2,conifer,3,19097,2022-04-15,2022,2,4,128
2310,27,NORMAL_0403,1209_269,2,conifer,3,19188,2022-07-15,2022,3,1,128
2311,27,NORMAL_0403,1209_269,2,conifer,3,19188,2022-07-15,2022,3,2,128
2312,27,NORMAL_0403,1209_269,2,conifer,3,19188,2022-07-15,2022,3,4,128
2313,27,NORMAL_0403,1209_269,2,conifer,3,19280,2022-10-15,2022,4,1,128
2314,27,NORMAL_0403,1209_269,2,conifer,3,19280,2022-10-15,2022,4,2,128
2315,27,NORMAL_0403,1209_269,2,conifer,3,19280,2022-10-15,2022,4,4,128
2316,27,NORMAL_0403,1209_269,2,conifer,3,19372,2023-01-15,2023,1,1,128
2317,27,NORMAL_0403,1209_269,2,conifer,3,19372,2023-01-15,2023,1,2,128
2318,27,NORMAL_0403,1209_269,2,conifer,3,19372,2023-01-15,2023,1,4,128
2319,27,NORMAL_0403,1209_269,2,conifer,3,19462,2023-04-15,2023,2,1,128
2320,27,NORMAL_0403,1209_269,2,conifer,3,19462,2023-04-15,2023,2,2,128
2321,27,NORMAL_0403,1209_269,2,conifer,3,19462,2023-04-15,2023,2,4,128
2322,27,NORMAL_0403,1209_269,2,conifer,3,19553,2023-07-15,2023,3,1,128
2323,27,NORMAL_0403,1209_269,2,conifer,3,19553,2023-07-15,2023,3,2,128
2324,27,NORMAL_0403,1209_269,2,conifer,3,19553,2023-07-15,2023,3,4,128
2325,27,NORMAL_0403,1209_269,2,conifer,3,19645,2023-10-15,2023,4,1,128
2326,27,NORMAL_0403,1209_269,2,conifer,3,19645,2023-10-15,2023,4,2,128
2327,27,NORMAL_0403,1209_269,2,conifer,3,19645,2023-10-15,2023,4,4,128
2328,27,NORMAL_0403,1209_269,2,conifer,3,19737,2024-01-15,2024,1,1,128
2329,27,NORMAL_0403,1209_269,2,conifer,3,19737,2024-01-15,2024,1,2,128
2330,27,NORMAL_0403,1209_269,2,conifer,3,19737,2024-01-15,2024,1,4,128
2331,27,NORMAL_0403,1209_269,2,conifer,3,19828,2024-04-15,2024,2,1,128
2332,27,NORMAL_0403,1209_269,2,conifer,3,19828,2024-04-15,2024,2,2,128
2333,27,NORMAL_0403,1209_269,2,conifer,3,19828,2024-04-15,2024,2,4,128
2334,27,NORMAL_0403,1209_269,2,conifer,3,19919,2024-07-15,2024,3,1,128
2335,27,NORMAL_0403,1209_269,2,conifer,3,19919,2024-07-15,2024,3,2,128
2336,27,NORMAL_0403,1209_269,2,conifer,3,19919,2024-07-15,2024,3,4,128
2337,27,NORMAL_0403,1209_269,2,conifer,3,20011,2024-10-15,2024,4,1,128
2338,27,NORMAL_0403,1209_269,2,conifer,3,20011,2024-10-15,2024,4,2,128
2339,27,NORMAL_0403,1209_269,2,conifer,3,20011,2024-10-15,2024,4,4,128
2340,27,NORMAL_0403,1209_269,2,conifer,3,20103,2025-01-15,2025,1,1,128
2341,27,NORMAL_0403,1209_269,2,conifer,3,20103,2025-01-15,2025,1,2,128
2342,27,NORMAL_0403,1209_269,2,conifer,3,20103,2025-01-15,2025,1,4,128
2343,27,NORMAL_0403,1209_269,2,conifer,3,20193,2025-04-15,2025,2,1,128
2344,27,NORMAL_0403,1209_269,2,conifer,3,20193,2025-04-15,2025,2,2,128
2345,27,NORMAL_0403,1209_269,2,conifer,3,20193,2025-04-15,2025,2,4,128
2346,27,NORMAL_0403,1209_269,2,conifer,3,20284,2025-07-15,2025,3,1,128
2347,27,NORMAL_0403,1209_269,2,conifer,3,20284,2025-07-15,2025,3,2,128
2348,27,NORMAL_0403,1209_269,2,conifer,3,20284,2025-07-15,2025,3,4,128
2349,27,NORMAL_0403,1209_269,2,conifer,3,20376,2025-10-15,2025,4,1,128
2350,27,NORMAL_0403,1209_269,2,conifer,3,20376,2025-10-15,2025,4,2,128
2351,27,NORMAL_0403,1209_269,2,conifer,3,20376,2025-10-15,2025,4,4,128
2352,28,NORMAL_0418,1211_261,2,conifer,4,17911,2019-01-15,2019,1,1,128
2353,28,NORMAL_0418,1211_261,2,conifer,4,17911,2019-01-15,2019,1,2,128
2354,28,NORMAL_0418,1211_261,2,conifer,4,17911,2019-01-15,2019,1,4,128
2355,28,NORMAL_0418,1211_261,2,conifer,4,18001,2019-04-15,2019,2,1,128
2356,28,NORMAL_0418,1211_261,2,conifer,4,18001,2019-04-15,2019,2,2,128
2357,28,NORMAL_0418,1211_261,2,conifer,4,18001,2019-04-15,2019,2,4,128
2358,28,NORMAL_0418,1211_261,2,conifer,4,18092,2019-07-15,2019,3,1,128
2359,28,NORMAL_0418,1211_261,2,conifer,4,18092,2019-07-15,2019,3,2,128
2360,28,NORMAL_0418,1211_261,2,conifer,4,18092,2019-07-15,2019,3,4,128
2361,28,NORMAL_0418,1211_261,2,conifer,4,18184,2019-10-15,2019,4,1,128
2362,28,NORMAL_0418,1211_261,2,conifer,4,18184,2019-10-15,2019,4,2,128
2363,28,NORMAL_0418,1211_261,2,conifer,4,18184,2019-10-15,2019,4,4,128
2364,28,NORMAL_0418,1211_261,2,conifer,4,18276,2020-01-15,2020,1,1,128
2365,28,NORMAL_0418,1211_261,2,conifer,4,18276,2020-01-15,2020,1,2,128
2366,28,NORMAL_0418,1211_261,2,conifer,4,18276,2020-01-15,2020,1,4,128
